epoch;accuracy;loss;val_accuracy;val_loss
0;0.9140833616256714;0.21698801219463348;0.9629999995231628;0.09525629878044128
1;0.9522500038146973;0.12046133726835251;0.9733333587646484;0.0721137747168541
2;0.9605833292007446;0.09896121174097061;0.9750000238418579;0.059114329516887665
3;0.9699166417121887;0.07338164001703262;0.984333336353302;0.04195643216371536
4;0.9742500185966492;0.06903555989265442;0.9863333106040955;0.03755194693803787
5;0.9827499985694885;0.0470745749771595;0.9836666584014893;0.043502915650606155
6;0.984000027179718;0.045076560229063034;0.9803333282470703;0.049717169255018234
7;0.984250009059906;0.043632831424474716;0.9936666488647461;0.02192508988082409
8;0.9864166378974915;0.03427175059914589;0.9909999966621399;0.022667663171887398
9;0.9884166717529297;0.03774702921509743;0.9923333525657654;0.018567051738500595
10;0.9912499785423279;0.02475888282060623;0.9883333444595337;0.03512001037597656
11;0.9888333082199097;0.032606735825538635;0.9940000176429749;0.015964975580573082
12;0.9859166741371155;0.0415470115840435;0.9926666617393494;0.02429562620818615
13;0.9929999709129333;0.019971804693341255;0.9879999756813049;0.035024017095565796
14;0.9905833601951599;0.023251716047525406;0.9900000095367432;0.03010316751897335
15;0.9926666617393494;0.020632702857255936;0.9856666922569275;0.040771327912807465
16;0.9934999942779541;0.021056195721030235;0.9963333606719971;0.010610817931592464
17;0.9937499761581421;0.01607907935976982;0.9943333268165588;0.013042045757174492
18;0.9911666512489319;0.02465077117085457;0.996999979019165;0.00860668532550335
19;0.9946666955947876;0.01427903026342392;0.9963333606719971;0.012039950117468834
20;0.9944999814033508;0.01613757014274597;0.9980000257492065;0.006001059897243977
21;0.9944999814033508;0.01521268580108881;0.9963333606719971;0.010372667573392391
22;0.9957500100135803;0.011820750311017036;0.9973333477973938;0.007154570426791906
23;0.9938333630561829;0.019943904131650925;0.9956666827201843;0.009875751100480556
24;0.9956666827201843;0.01429983414709568;0.996666669845581;0.008071531541645527
25;0.996999979019165;0.009418431669473648;0.9976666569709778;0.008131707087159157
26;0.9933333396911621;0.01757347397506237;0.9906666874885559;0.02198101580142975
27;0.9952499866485596;0.011704981327056885;0.9833333492279053;0.05158645659685135
28;0.9958333373069763;0.009982232004404068;0.9976666569709778;0.005565657280385494
29;0.9962499737739563;0.012922101654112339;0.996666669845581;0.008434041403234005
30;0.9957500100135803;0.012634452432394028;0.9959999918937683;0.011059580370783806
31;0.9947500228881836;0.016320550814270973;0.9983333349227905;0.006721143610775471
32;0.9961666464805603;0.010380703955888748;0.996999979019165;0.009082102216780186
33;0.9957500100135803;0.011992810294032097;0.9959999918937683;0.00892036035656929
34;0.9959166646003723;0.013772400096058846;0.9953333139419556;0.0114328907802701
35;0.996833324432373;0.009096676483750343;0.9976666569709778;0.0052886358462274075
36;0.9950833320617676;0.018404871225357056;0.9990000128746033;0.004416272975504398
37;0.996833324432373;0.007541436702013016;0.9986666440963745;0.0062154801562428474
38;0.9977499842643738;0.007101916708052158;0.9986666440963745;0.00309552950784564
39;0.9965000152587891;0.012192483060061932;0.9956666827201843;0.013482787646353245
40;0.9974166750907898;0.0077118054032325745;0.9990000128746033;0.003304123179987073
41;0.996916651725769;0.00907141249626875;0.9963333606719971;0.01152392290532589
42;0.996666669845581;0.011074484325945377;0.9933333396911621;0.0178372822701931
43;0.9975833296775818;0.008172296918928623;0.9940000176429749;0.01666519232094288
44;0.9973333477973938;0.00944664515554905;0.9980000257492065;0.007477680221199989
45;0.9961666464805603;0.009678814560174942;0.9946666955947876;0.014278324320912361
46;0.9977499842643738;0.006774257868528366;0.9993333220481873;0.0019793750252574682
47;0.9955833554267883;0.013449613004922867;0.9990000128746033;0.002985431579872966
48;0.9976666569709778;0.008246509358286858;0.9983333349227905;0.005227930843830109
49;0.996749997138977;0.0074468874372541904;0.9993333220481873;0.0026296949945390224
